Gene_Symbol,Raw_Detection_Rate_%,Raw_Mean_Expr_All,Raw_Mean_Expr_Detected,Raw_Aggregated_CPM,LooseQC_Detection_Rate_%,LooseQC_Mean_Expr_All,LooseQC_Mean_Expr_Detected,LooseQC_Aggregated_CPM,StrongQC_Detection_Rate_%,StrongQC_Mean_Expr_All,StrongQC_Mean_Expr_Detected,StrongQC_Aggregated_CPM,Cell_Type,Cell_Line,Developmental_Stage,Replicate,Source_File,CMO_Assignment_Method
SCNN1G,0.0,0.0,0.2409,0.0773,0.1,0.0002,0.2409,0.0894,0.18,0.0004,0.2409,0.0945,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SDHA,0.93,0.0168,1.8103,97.9248,41.44,0.3804,0.918,96.6836,68.07,0.5629,0.8269,98.2098,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SEC61A1,0.53,0.0079,1.4739,47.1452,25.46,0.171,0.6715,46.5392,42.89,0.2563,0.5975,47.6875,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SEC63,0.83,0.0139,1.6727,88.1555,38.57,0.3376,0.8754,88.2517,63.43,0.4949,0.7802,89.9259,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SEMA6B,0.16,0.0023,1.4378,8.532,7.43,0.0414,0.5568,7.4487,12.59,0.061,0.4847,7.4965,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SEPTIN9,0.85,0.0152,1.7959,76.4015,37.25,0.3075,0.8256,72.6691,61.45,0.4407,0.7172,73.6416,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SERPINC1,0.0,0.0,0.0902,0.0258,0.03,0.0,0.0902,0.0298,0.06,0.0001,0.0902,0.0315,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SERPIND1,0.01,0.0002,1.1602,0.8764,0.78,0.005,0.6497,0.864,1.33,0.0077,0.5817,0.8819,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SERPING1,0.26,0.0037,1.4454,18.7653,12.23,0.0827,0.6762,17.9364,20.12,0.1125,0.5589,17.9537,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SERPINI1,0.34,0.0045,1.3041,41.7837,19.82,0.2008,1.0131,46.2115,33.61,0.3244,0.965,47.3725,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SETX,0.72,0.0107,1.4852,73.9012,35.83,0.2992,0.835,75.6486,59.28,0.4384,0.7396,76.7599,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SFTPA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SFTPA2,0.0,0.0,0.6259,0.1031,0.14,0.0008,0.6259,0.1192,0.24,0.0015,0.6259,0.126,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SFTPC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SHANK1,0.0,0.0,0.2704,0.0258,0.03,0.0001,0.2704,0.0298,0.06,0.0002,0.2704,0.0315,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SHOC2,0.66,0.0092,1.3978,58.9508,33.0,0.2499,0.7572,59.4999,55.42,0.3777,0.6816,61.074,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SIX1,0.01,0.0001,1.043,0.5413,0.54,0.0018,0.3419,0.5363,0.96,0.0033,0.3419,0.567,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SKI,0.32,0.0036,1.1396,21.6007,16.78,0.0984,0.586,21.6309,28.31,0.1443,0.5096,21.9539,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SLC17A8,0.01,0.0001,1.1913,0.3351,0.37,0.0035,0.9526,0.3575,0.48,0.0015,0.3058,0.2835,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SLC1A2,0.01,0.0001,0.5056,0.5413,0.68,0.0024,0.3624,0.5959,1.2,0.0044,0.3624,0.63,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SLC1A3,0.63,0.0103,1.6331,59.0024,29.11,0.2381,0.8178,57.7122,47.59,0.3337,0.7011,57.7668,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SLC30A2,0.02,0.0002,1.2803,0.7733,0.78,0.0049,0.6335,0.6853,1.27,0.0061,0.4826,0.6615,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SLC4A3,0.42,0.0053,1.2561,28.8697,21.85,0.1447,0.6622,28.6327,35.9,0.2014,0.561,28.4109,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SLC52A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SLC5A7,0.0,0.0,1.1376,0.1804,0.17,0.0005,0.2819,0.149,0.3,0.0008,0.2819,0.1575,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SLFN14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SMAD2,0.77,0.0124,1.6108,70.0089,36.24,0.3027,0.8353,69.0342,58.98,0.4244,0.7196,69.2949,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SMAD6,0.47,0.0066,1.3956,34.7725,23.17,0.1604,0.6922,33.8169,38.01,0.2238,0.5886,33.8285,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SMAD9,0.47,0.0051,1.0876,34.8498,26.14,0.1762,0.6741,36.5878,44.1,0.2702,0.6128,36.9153,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SMARCA2,0.54,0.0067,1.2337,44.4902,28.81,0.202,0.7013,45.854,48.13,0.304,0.6315,46.3961,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SMARCA5,1.25,0.0276,2.202,204.8457,50.39,0.626,1.2423,208.8902,81.33,0.9263,1.139,214.6568,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SMARCC1,1.11,0.0225,2.0257,160.9999,47.69,0.5401,1.1327,164.1983,77.59,0.801,1.0324,168.4497,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SMARCC2,0.61,0.0079,1.2903,51.7849,31.91,0.23,0.7207,53.2132,53.37,0.348,0.652,54.176,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SMC3,1.14,0.0239,2.0978,171.0785,46.23,0.5212,1.1273,172.66,75.06,0.7736,1.0306,177.5211,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SMCHD1,0.87,0.0146,1.6709,108.3643,41.64,0.3948,0.9482,112.0577,69.28,0.605,0.8732,114.9981,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SMO,0.21,0.0023,1.109,11.6252,10.91,0.0568,0.5209,11.2922,18.43,0.0854,0.4635,11.3707,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SNAP25,0.12,0.0012,0.9811,7.3463,6.92,0.0375,0.5419,7.538,12.11,0.0635,0.5247,7.8429,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SNCA,0.21,0.0025,1.1761,15.105,11.01,0.0675,0.6128,15.3144,18.55,0.0991,0.5339,15.4969,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SNRNP200,0.84,0.0143,1.7151,80.5515,38.26,0.3216,0.8405,79.224,63.01,0.4632,0.7351,80.6026,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SOCS1,0.04,0.0005,1.2793,2.3199,1.99,0.0097,0.4893,2.2048,3.43,0.0139,0.4052,2.2678,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SOD1,1.52,0.0379,2.4977,267.07,54.14,0.7669,1.4166,268.4497,86.51,1.1376,1.315,276.7703,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SOS1,0.54,0.0063,1.1637,44.7222,29.15,0.2,0.6861,46.8074,48.67,0.3001,0.6166,47.593,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SOS2,0.37,0.0038,1.0381,27.0653,20.36,0.1172,0.5756,28.1857,34.58,0.1817,0.5255,28.7574,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SOX17,0.01,0.0002,1.305,2.5776,0.78,0.0062,0.7992,2.8305,1.33,0.0095,0.7142,2.9608,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SOX6,0.21,0.0022,1.0471,16.1361,11.52,0.069,0.5989,17.1021,19.58,0.1082,0.5525,17.4182,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SPEN,0.65,0.0091,1.3935,60.0076,33.23,0.2636,0.7932,61.6153,54.4,0.3767,0.6925,61.9245,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SPI1,0.0,0.0,1.1682,0.1547,0.17,0.0011,0.6791,0.149,0.3,0.002,0.6791,0.1575,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SPTBN1,1.78,0.0495,2.7735,464.0539,60.45,1.1214,1.8551,485.2654,91.2,1.5993,1.7536,496.1833,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SPTBN2,0.11,0.001,0.8783,6.5214,6.42,0.0287,0.4473,6.7336,11.02,0.0459,0.4166,6.8665,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SPTLC2,0.38,0.0046,1.2228,28.3541,19.52,0.1112,0.5698,28.2453,33.67,0.1756,0.5216,29.1669,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SQSTM1,0.83,0.0143,1.7188,89.4701,37.76,0.334,0.8846,89.3243,62.95,0.5099,0.8099,91.8473,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SRC,0.1,0.0011,1.1086,5.5162,5.27,0.0232,0.4408,5.2439,8.98,0.0338,0.3766,5.3231,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SRCAP,0.3,0.0033,1.0964,18.8942,16.14,0.0868,0.5377,18.7706,27.05,0.126,0.4657,18.8041,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SSBP1,1.44,0.0356,2.4685,202.8351,49.88,0.6135,1.2298,194.6186,79.4,0.8696,1.0952,199.6639,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
STAT1,0.57,0.0079,1.3777,49.4135,28.77,0.2057,0.7148,49.8464,48.19,0.3065,0.6359,50.9318,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
STAT3,0.74,0.0098,1.3115,82.4589,41.1,0.362,0.8808,89.2945,69.1,0.5725,0.8285,91.4378,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
STAT6,0.17,0.0021,1.218,10.0528,8.85,0.0508,0.5743,9.6237,14.88,0.073,0.4907,9.6698,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
STIM1,0.09,0.0011,1.1317,5.3357,4.86,0.0211,0.4341,5.1843,8.55,0.0355,0.4155,5.4176,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
STT3A,0.35,0.0044,1.2583,24.9001,17.83,0.108,0.6054,24.5806,30.24,0.1593,0.5266,25.0407,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
STX1B,0.04,0.0004,0.9907,2.2426,2.36,0.0105,0.4425,2.175,3.86,0.0136,0.3528,2.0788,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SUFU,0.09,0.001,1.0238,5.0006,5.1,0.0258,0.5054,4.9757,8.61,0.0355,0.4118,5.0081,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
SYT2,0.01,0.0001,1.2156,0.4382,0.44,0.0023,0.5172,0.3873,0.66,0.0029,0.4364,0.3465,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TANC2,0.62,0.0082,1.3158,54.5946,32.35,0.2508,0.7752,56.1927,53.55,0.3734,0.6972,56.2549,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TARDBP,0.77,0.0133,1.7257,71.04,34.79,0.288,0.8278,68.7064,56.51,0.3932,0.6958,69.3579,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TBK1,0.2,0.0023,1.1059,11.9345,10.6,0.0528,0.4976,11.5305,17.95,0.0791,0.4407,11.6856,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TBXA2R,0.0,0.0,1.1893,0.1547,0.17,0.0013,0.7736,0.149,0.24,0.0008,0.3465,0.126,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TCF3,0.41,0.0055,1.3338,29.4883,20.4,0.1254,0.6147,28.6624,34.28,0.1822,0.5314,29.0409,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TCF7L2,0.59,0.0077,1.2975,49.7228,30.56,0.2153,0.7045,50.8595,51.2,0.3241,0.633,51.7507,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TECTA,0.03,0.0002,0.7474,1.4435,1.59,0.0082,0.5152,1.5493,2.65,0.0126,0.4753,1.5434,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TEK,0.05,0.0005,0.9807,2.6292,2.5,0.0108,0.4328,2.6219,4.46,0.0193,0.4328,2.7718,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TERC,0.0,0.0,2.4355,0.0516,0.03,0.0005,1.4302,0.0298,0.0,0.0,0.0,0.0,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TERT,0.0,0.0,1.9032,0.1031,0.07,0.0001,0.199,0.0596,0.12,0.0002,0.199,0.063,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TET2,0.45,0.0051,1.132,32.5815,24.28,0.1618,0.6664,33.6382,40.84,0.2449,0.5995,34.0175,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TET3,0.22,0.0022,1.0059,12.8109,11.72,0.063,0.5373,12.9309,19.58,0.092,0.47,12.9141,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TGFB2,0.72,0.0118,1.6348,82.562,34.92,0.313,0.8963,85.2723,58.01,0.4733,0.8159,87.3116,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TGFBR2,0.23,0.0021,0.9146,15.6205,13.2,0.0751,0.569,16.8638,23.07,0.1297,0.5623,17.5757,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
THBD,0.04,0.0005,1.1788,8.3258,2.13,0.0147,0.6927,9.2363,3.8,0.0263,0.6927,9.7643,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
THPO,0.01,0.0001,1.8835,0.4124,0.27,0.0017,0.6432,0.2979,0.42,0.0013,0.3108,0.2835,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TIMP3,0.92,0.0153,1.6723,147.8281,47.01,0.5361,1.1404,160.0866,78.49,0.8472,1.0793,164.7645,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TINF2,0.21,0.0022,1.0315,12.7078,11.18,0.0506,0.4523,12.6627,19.46,0.081,0.4162,13.1345,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TLK2,0.52,0.0067,1.29,41.7063,26.58,0.183,0.6884,42.0998,44.28,0.2588,0.5844,42.5849,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TMC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TMEM43,0.2,0.0021,1.028,12.8109,11.08,0.0546,0.4931,12.9905,18.8,0.0816,0.4342,13.103,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TNFRSF1A,0.25,0.0029,1.1782,17.0382,13.0,0.0712,0.5477,17.1319,22.23,0.1111,0.4998,17.6072,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TNNC1,8.22,0.3542,4.3064,4248.2466,92.4,3.0999,3.3549,4245.9453,97.65,3.3441,3.4245,4363.6284,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TNNI3,2.26,0.0755,3.3351,628.0181,54.0,1.1194,2.0728,638.4098,75.0,1.444,1.9253,655.6247,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TNNI3K,0.14,0.0012,0.8382,8.4547,8.17,0.0455,0.5564,9.0278,13.8,0.0718,0.5208,9.1343,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TNNT2,10.08,0.4746,4.7068,7390.9917,98.45,3.9273,3.9893,7348.2827,99.58,4.0646,4.0819,7476.0742,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TNPO3,0.42,0.0055,1.3028,30.2616,21.14,0.1246,0.5892,29.5861,35.72,0.1835,0.5137,30.0803,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TOP2B,0.94,0.0162,1.7302,114.6795,44.14,0.4364,0.9886,117.8974,72.71,0.6576,0.9044,120.4157,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TOPORS,0.43,0.0051,1.1782,32.2464,23.27,0.1448,0.6221,33.0423,39.4,0.2218,0.5631,33.734,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TP63,0.0,0.0,1.1656,0.3351,0.1,0.0005,0.4965,0.3575,0.18,0.0009,0.4965,0.378,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TPM1,12.23,0.661,5.4047,16766.5137,99.8,4.6687,4.6782,17316.7656,100.0,4.9711,4.9711,17845.2754,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TPM2,3.67,0.1278,3.4802,1043.973,72.14,1.5876,2.2007,1037.3899,94.28,1.9187,2.0352,1067.6461,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TPM3,1.46,0.0382,2.616,258.5381,46.54,0.6589,1.4158,253.8206,68.31,0.8159,1.1943,258.0607,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TPM4,2.15,0.0634,2.9501,580.3831,62.01,1.1411,1.8403,598.3956,90.18,1.5234,1.6893,615.8116,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TRAF3,0.23,0.0023,0.9991,15.5432,12.87,0.0635,0.4932,15.9997,22.05,0.0982,0.4454,16.4103,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TRAF7,0.39,0.0048,1.2425,25.7765,20.06,0.119,0.5934,25.385,33.67,0.1708,0.5071,25.7021,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TRIM8,0.52,0.0067,1.2769,41.8868,27.19,0.1814,0.6672,42.5765,45.78,0.2745,0.5997,43.3408,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TRPM3,0.02,0.0001,0.4461,0.8506,0.98,0.0044,0.4461,0.9832,1.63,0.0069,0.4268,0.9764,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TRPM7,0.47,0.0059,1.2655,31.8855,24.15,0.1614,0.6683,31.6121,39.34,0.2257,0.5737,31.1197,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TRPV4,0.01,0.0001,0.739,0.464,0.57,0.0032,0.5626,0.5065,0.9,0.0035,0.3836,0.4725,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
TRRAP,0.35,0.0041,1.173,23.8175,18.24,0.1045,0.5729,23.7761,31.02,0.165,0.5317,24.2217,SCVI111 Day 30 cardiomyocytes,SCVI111,Day 30,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
